csv_row_index,symbol,trade_type,first_message_timestamp,capital_before,capital_after,trade_amount,position_size,entry_price,entry_time,exit_price,exit_time,exit_reason,initial_profit_target_pct,final_profit_target_pct,target_extensions,stop_loss_pct,trailing_stop_pct,highest_price,highest_profit_pct,trailing_stop_price,hold_time_hours,hold_time_minutes,pnl_percent,pnl_amount,max_hold_hours,data_points_used,total_data_points,trade_log,error
187,DOOD,TRAILING_LONG,2025-05-09 13:34:06+00:00,4301.960201967633,4485.184195764938,4301.960201967633,589713.5300846653,0.007295,2025-05-09T13:40:00+00:00,0.007605699999999999,2025-05-09T13:45:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.008006,9.75,0.007605699999999999,0.08,5.0,4.26,183.22,1.0,2.0,575.0,[],
188,SKYAI,TRAILING_LONG,2025-05-13 10:25:47+00:00,4485.184195764938,4532.055451108618,4485.184195764938,74517.09911554972,0.06019,2025-05-13T10:35:00+00:00,0.06081899999999999,2025-05-13T11:00:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.06402,6.36,0.06081899999999999,0.42,25.0,1.05,46.87,1.0,6.0,575.0,[],
189,LAUNCHCOIN,TRAILING_LONG,2025-05-14 09:09:57+00:00,4532.055451108618,4551.8497533330055,4532.055451108618,23993.093605318536,0.18889,2025-05-14T10:00:00+00:00,0.18971499999999997,2025-05-14T10:05:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.1997,5.72,0.18971499999999997,0.08,5.0,0.44,19.79,1.0,2.0,566.0,[],
190,NXPC,TRAILING_LONG,2025-05-15 06:25:04+00:00,4551.8497533330055,5234.627216332956,4551.8497533330055,1882.0184211250332,2.4186,2025-05-15T06:30:00+00:00,2.78139,2025-05-15T06:35:00+00:00,profit_target,15.0,15.0,0.0,2.0,5.0,3.1856,31.71,3.0263199999999997,0.08,5.0,15.0,682.78,1.0,2.0,576.0,[],
191,SYRUP,,2025-05-19 07:48:36+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,failed_to_load_data
192,PRAI,TRAILING_LONG,2025-05-19 08:20:17+00:00,5234.627216332956,5234.627216332956,5234.627216332956,65212.747182421284,0.08027,2025-05-19T08:25:00+00:00,0.08027,2025-05-19T08:30:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.08358,4.12,0.08027,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
193,SAROS,TRAILING_LONG,2025-05-20 08:18:06+00:00,5234.627216332956,5234.627216332956,5234.627216332956,34413.43249183457,0.15211,2025-05-20T08:20:00+00:00,0.15211,2025-05-20T08:25:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.15438,1.49,0.15211,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
194,AWE,TRAILING_LONG,2025-05-22 09:32:46+00:00,5234.627216332956,5234.627216332956,5234.627216332956,76051.53590488095,0.06883,2025-05-22T09:35:00+00:00,0.06883,2025-05-22T09:40:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.06934,0.74,0.06883,0.08,5.0,0.0,0.0,1.0,2.0,576.0,[],
195,B,TRAILING_LONG,2025-05-23 06:18:10+00:00,5234.627216332956,5129.934672006297,5234.627216332956,18227.05253084354,0.28719,2025-05-23T06:20:00+00:00,0.2814462,2025-05-23T06:25:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.29045,1.14,0.28719,0.08,5.0,-2.0,-104.69,1.0,2.0,576.0,[],
196,SOON,TRAILING_LONG,2025-05-23 09:03:28+00:00,5129.934672006297,5027.3359785661705,5129.934672006297,9470.065851959198,0.5417,2025-05-23T09:05:00+00:00,0.530866,2025-05-23T09:10:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.5417,0.0,0.5417,0.08,5.0,-2.0,-102.6,1.0,2.0,576.0,[],
197,HUMA,TRAILING_LONG,2025-05-26 13:07:28+00:00,5027.3359785661705,5113.863565123205,5027.3359785661705,69333.00204890595,0.07251,2025-05-26T13:10:00+00:00,0.073758,2025-05-26T13:15:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.07764,7.07,0.073758,0.08,5.0,1.72,86.53,1.0,2.0,576.0,[],
198,AGT,TRAILING_LONG,2025-05-28 06:32:38+00:00,5113.863565123205,5239.871006946825,5113.863565123205,147722.67505699937,0.034618,2025-05-28T06:35:00+00:00,0.035471,2025-05-28T07:35:00+00:00,time_limit,15.0,15.0,0.0,2.0,5.0,0.036603,5.73,0.034772849999999994,1.0,60.0,2.46,126.01,1.0,13.0,576.0,[],
199,A,TRAILING_LONG,2025-05-28 08:26:08+00:00,5239.871006946825,5239.871006946825,5239.871006946825,6797.964461529353,0.7708,2025-05-28T08:35:00+00:00,0.7708,2025-05-28T08:40:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.7734,0.34,0.7708,0.08,5.0,0.0,0.0,1.0,2.0,575.0,[],
200,SOPH,TRAILING_LONG,2025-05-28 13:07:59+00:00,5239.871006946825,5135.073586807888,5239.871006946825,71916.97786092266,0.07286,2025-05-28T13:10:00+00:00,0.07140279999999999,2025-05-28T13:15:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.07615,4.52,0.07286,0.08,5.0,-2.0,-104.8,1.0,2.0,576.0,[],
201,BDXN,TRAILING_LONG,2025-06-03 10:57:08+00:00,5135.073586807888,5135.073586807888,5135.073586807888,68577.37161869509,0.07488,2025-06-03T11:00:00+00:00,0.07488,2025-06-03T11:10:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.0774,3.37,0.07488,0.17,10.0,0.0,0.0,1.0,3.0,576.0,[],
202,LA,TRAILING_LONG,2025-06-05 05:54:38+00:00,5135.073586807888,5032.37211507173,5135.073586807888,3612.4330543847263,1.4215,2025-06-05T06:00:00+00:00,1.39307,2025-06-05T06:05:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,1.485,4.47,1.4215,0.08,5.0,-2.0,-102.7,1.0,2.0,575.0,[],
203,B2,TRAILING_LONG,2025-06-09 09:22:17+00:00,5032.37211507173,5032.37211507173,5032.37211507173,9013.741922034265,0.5583,2025-06-09T09:25:00+00:00,0.5583,2025-06-09T10:25:00+00:00,trailing_stop,15.0,15.0,0.0,2.0,5.0,0.5712,2.31,0.5583,1.0,60.0,0.0,0.0,1.0,13.0,576.0,[],
204,SKATE,TRAILING_LONG,2025-06-09 10:23:29+00:00,5032.37211507173,4931.724672770296,5032.37211507173,63387.98482266948,0.07939,2025-06-09T10:25:00+00:00,0.0778022,2025-06-09T10:30:00+00:00,stop_loss,15.0,15.0,0.0,2.0,5.0,0.07939,0.0,0.07939,0.08,5.0,-2.0,-100.65,1.0,2.0,576.0,[],
