symbol,timestamp,coin_name,message,opening_price,opening_price_time,closing_price,highest_price,lowest_price,highest_gain_percent,lowest_gain_percent,highest_price_time_min,lowest_price_time_min,data_points_count,analysis_period,price_data_saved,error
ANIMEUSDT,2025-01-23 14:30:22+00:00,ANIME,$ANIME listed on Binance futures,0.087,2025-01-23T17:00:00+00:00,0.057,0.0948,0.0545,8.97,-37.36,55.0,2485.0,576.0,48 hours from listing (5m intervals),ANIMEUSDT.json,
ANIMEUSDT,2025-01-23 14:30:22+00:00,ANIME,$ANIME listed on Binance futures,0.087,2025-01-23T17:00:00+00:00,0.057,0.0948,0.0545,8.97,-37.36,55.0,2485.0,576.0,48 hours from listing (5m intervals),ANIMEUSDT.json,
VTHOUSDT,2025-01-22 07:30:18+00:00,VTHO,$VTHO listed on Binance futures,0.00822,2025-01-22T09:30:00+00:00,0.005758,0.008662,0.005539,5.38,-32.62,10.0,2465.0,576.0,48 hours from listing (5m intervals),VTHOUSDT.json,
MELANIAUSDT,2025-01-20 06:55:17+00:00,MELANIA,$MELANIA listed on Binance futures,11.0,2025-01-20T09:30:00+00:00,4.003,11.694,3.281,6.31,-70.17,55.0,925.0,576.0,48 hours from listing (5m intervals),MELANIAUSDT.json,
MELANIAUSDT,2025-01-20 06:55:17+00:00,MELANIA,$MELANIA listed on Binance futures,11.0,2025-01-20T09:30:00+00:00,4.003,11.694,3.281,6.31,-70.17,55.0,925.0,576.0,48 hours from listing (5m intervals),MELANIAUSDT.json,
TRUMPUSDT,2025-01-18 10:43:13+00:00,TRUMP,$TRUMP listed on Binance futures,22.099,2025-01-18T13:00:00+00:00,49.151,79.7,17.721,260.65,-19.81,1215.0,10.0,576.0,48 hours from listing (5m intervals),TRUMPUSDT.json,
TRUMPUSDT,2025-01-18 10:43:13+00:00,TRUMP,$TRUMP listed on Binance futures,22.099,2025-01-18T13:00:00+00:00,49.151,79.7,17.721,260.65,-19.81,1215.0,10.0,576.0,48 hours from listing (5m intervals),TRUMPUSDT.json,
ARCUSDT,2025-01-17 10:07:08+00:00,ARC,"$ARC, $AVAAI listed on Binance futures",0.33331,2025-01-17T13:00:00+00:00,0.49062,0.577,0.30607,73.11,-8.17,2795.0,150.0,576.0,48 hours from listing (5m intervals),ARCUSDT.json,
AVAAIUSDT,2025-01-17 10:07:08+00:00,AVAAI,"$ARC, $AVAAI listed on Binance futures",0.22957,2025-01-17T13:15:00+00:00,0.21068,0.2752,0.15688,19.88,-31.66,2220.0,1545.0,576.0,48 hours from listing (5m intervals),AVAAIUSDT.json,
ARCUSDT,2025-01-17 10:07:08+00:00,ARC,"$ARC, $AVAAI listed on Binance futures",0.33331,2025-01-17T13:00:00+00:00,0.49062,0.577,0.30607,73.11,-8.17,2795.0,150.0,576.0,48 hours from listing (5m intervals),ARCUSDT.json,
AVAAIUSDT,2025-01-17 10:07:08+00:00,AVAAI,"$ARC, $AVAAI listed on Binance futures",0.22957,2025-01-17T13:15:00+00:00,0.21068,0.2752,0.15688,19.88,-31.66,2220.0,1545.0,576.0,48 hours from listing (5m intervals),AVAAIUSDT.json,
ARCUSDT,2025-01-17 10:07:08+00:00,ARC,"$ARC, $AVAAI listed on Binance futures",0.33331,2025-01-17T13:00:00+00:00,0.49062,0.577,0.30607,73.11,-8.17,2795.0,150.0,576.0,48 hours from listing (5m intervals),ARCUSDT.json,
AVAAIUSDT,2025-01-17 10:07:08+00:00,AVAAI,"$ARC, $AVAAI listed on Binance futures",0.22957,2025-01-17T13:15:00+00:00,0.21068,0.2752,0.15688,19.88,-31.66,2220.0,1545.0,576.0,48 hours from listing (5m intervals),AVAAIUSDT.json,
SOLVUSDT,2025-01-17 09:30:15+00:00,SOLV,$SOLV listed on Binance futures,0.159,2025-01-17T12:15:00+00:00,0.0803,0.159,0.0742,0.0,-53.33,0.0,2700.0,576.0,48 hours from listing (5m intervals),SOLVUSDT.json,
SUSDT,2025-01-16 07:30:15+00:00,S,$S listed on Binance futures,0.8,2025-01-16T10:00:00+00:00,0.6849,0.822,0.6726,2.75,-15.93,120.0,2780.0,576.0,48 hours from listing (5m intervals),SUSDT.json,
PROMUSDT,2025-01-15 10:40:04+00:00,PROM,$PROM listed on Binance futures,8.32,2025-01-15T12:30:00+00:00,7.288,9.333,7.102,12.18,-14.64,45.0,2165.0,576.0,48 hours from listing (5m intervals),PROMUSDT.json,
PROMUSDT,2025-01-15 10:40:04+00:00,PROM,$PROM listed on Binance futures,8.32,2025-01-15T12:30:00+00:00,7.288,9.333,7.102,12.18,-14.64,45.0,2165.0,576.0,48 hours from listing (5m intervals),PROMUSDT.json,
DUSDT,2025-01-09 07:30:08+00:00,D,$D listed on Binance futures,0.20048,2025-01-09T10:00:00+00:00,0.15989,0.20799,0.15542,3.75,-22.48,450.0,2635.0,576.0,48 hours from listing (5m intervals),DUSDT.json,
SONICUSDT,2025-01-08 04:54:32+00:00,SONIC,$SONIC listed on Binance futures,0.9477,2025-01-08T07:00:00+00:00,0.8482,1.0328,0.7358,8.98,-22.36,100.0,1900.0,576.0,48 hours from listing (5m intervals),SONICUSDT.json,
COOKIEUSDT,2025-01-07 08:58:04+00:00,COOKIE,"$COOKIE, $ALCH, $SWARMS listed on Binance futures",0.6386,2025-01-07T11:30:00+00:00,0.4747,0.7052,0.4457,10.43,-30.21,150.0,2670.0,576.0,48 hours from listing (5m intervals),COOKIEUSDT.json,
ALCHUSDT,2025-01-07 08:58:04+00:00,ALCH,"$COOKIE, $ALCH, $SWARMS listed on Binance futures",0.19469,2025-01-07T11:45:00+00:00,0.14248,0.23,0.13727,18.14,-29.49,315.0,2645.0,576.0,48 hours from listing (5m intervals),ALCHUSDT.json,
SWARMSUSDT,2025-01-07 08:58:04+00:00,SWARMS,"$COOKIE, $ALCH, $SWARMS listed on Binance futures",0.4926,2025-01-07T12:15:00+00:00,0.288,0.5072,0.2615,2.96,-46.91,0.0,2575.0,576.0,48 hours from listing (5m intervals),SWARMSUSDT.json,
COOKIEUSDT,2025-01-07 08:58:04+00:00,COOKIE,"$COOKIE, $ALCH, $SWARMS listed on Binance futures",0.6386,2025-01-07T11:30:00+00:00,0.4747,0.7052,0.4457,10.43,-30.21,150.0,2670.0,576.0,48 hours from listing (5m intervals),COOKIEUSDT.json,
ALCHUSDT,2025-01-07 08:58:04+00:00,ALCH,"$COOKIE, $ALCH, $SWARMS listed on Binance futures",0.19469,2025-01-07T11:45:00+00:00,0.14248,0.23,0.13727,18.14,-29.49,315.0,2645.0,576.0,48 hours from listing (5m intervals),ALCHUSDT.json,
SWARMSUSDT,2025-01-07 08:58:04+00:00,SWARMS,"$COOKIE, $ALCH, $SWARMS listed on Binance futures",0.4926,2025-01-07T12:15:00+00:00,0.288,0.5072,0.2615,2.96,-46.91,0.0,2575.0,576.0,48 hours from listing (5m intervals),SWARMSUSDT.json,
COOKIEUSDT,2025-01-07 08:58:04+00:00,COOKIE,"$COOKIE, $ALCH, $SWARMS listed on Binance futures",0.6386,2025-01-07T11:30:00+00:00,0.4747,0.7052,0.4457,10.43,-30.21,150.0,2670.0,576.0,48 hours from listing (5m intervals),COOKIEUSDT.json,
ALCHUSDT,2025-01-07 08:58:04+00:00,ALCH,"$COOKIE, $ALCH, $SWARMS listed on Binance futures",0.19469,2025-01-07T11:45:00+00:00,0.14248,0.23,0.13727,18.14,-29.49,315.0,2645.0,576.0,48 hours from listing (5m intervals),ALCHUSDT.json,
SWARMSUSDT,2025-01-07 08:58:04+00:00,SWARMS,"$COOKIE, $ALCH, $SWARMS listed on Binance futures",0.4926,2025-01-07T12:15:00+00:00,0.288,0.5072,0.2615,2.96,-46.91,0.0,2575.0,576.0,48 hours from listing (5m intervals),SWARMSUSDT.json,
COOKIEUSDT,2025-01-07 08:58:04+00:00,COOKIE,"$COOKIE, $ALCH, $SWARMS listed on Binance futures",0.6386,2025-01-07T11:30:00+00:00,0.4747,0.7052,0.4457,10.43,-30.21,150.0,2670.0,576.0,48 hours from listing (5m intervals),COOKIEUSDT.json,
ALCHUSDT,2025-01-07 08:58:04+00:00,ALCH,"$COOKIE, $ALCH, $SWARMS listed on Binance futures",0.19469,2025-01-07T11:45:00+00:00,0.14248,0.23,0.13727,18.14,-29.49,315.0,2645.0,576.0,48 hours from listing (5m intervals),ALCHUSDT.json,
SWARMSUSDT,2025-01-07 08:58:04+00:00,SWARMS,"$COOKIE, $ALCH, $SWARMS listed on Binance futures",0.4926,2025-01-07T12:15:00+00:00,0.288,0.5072,0.2615,2.96,-46.91,0.0,2575.0,576.0,48 hours from listing (5m intervals),SWARMSUSDT.json,
BIOUSDT,2025-01-03 09:30:25+00:00,BIO,$BIO listed on Binance futures,0.7263,2025-01-03T12:15:00+00:00,0.6826,0.9094,0.6597,25.21,-9.17,60.0,1655.0,576.0,48 hours from listing (5m intervals),BIOUSDT.json,
BIOUSDT,2025-01-03 09:30:25+00:00,BIO,$BIO listed on Binance futures,0.7263,2025-01-03T12:15:00+00:00,0.6826,0.9094,0.6597,25.21,-9.17,60.0,1655.0,576.0,48 hours from listing (5m intervals),BIOUSDT.json,
GRIFFAINUSDT,2025-01-02 10:50:40+00:00,GRIFFAIN,"$GRIFFAIN, $AI16Z, $ZEREBRO listed on Binance futures",0.40692,2025-01-02T13:30:00+00:00,0.41999,0.48896,0.36316,20.16,-10.75,1805.0,175.0,576.0,48 hours from listing (5m intervals),GRIFFAINUSDT.json,
AI16ZUSDT,2025-01-02 10:50:40+00:00,AI16Z,"$GRIFFAIN, $AI16Z, $ZEREBRO listed on Binance futures",2.0762,2025-01-02T13:45:00+00:00,1.9986,2.4883,1.8994,19.85,-8.52,345.0,155.0,576.0,48 hours from listing (5m intervals),AI16ZUSDT.json,
ZEREBROUSDT,2025-01-02 10:50:40+00:00,ZEREBRO,"$GRIFFAIN, $AI16Z, $ZEREBRO listed on Binance futures",0.6778,2025-01-02T14:00:00+00:00,0.5558,0.7328,0.54,8.11,-20.33,320.0,2705.0,576.0,48 hours from listing (5m intervals),ZEREBROUSDT.json,
GRIFFAINUSDT,2025-01-02 10:50:40+00:00,GRIFFAIN,"$GRIFFAIN, $AI16Z, $ZEREBRO listed on Binance futures",0.40692,2025-01-02T13:30:00+00:00,0.41999,0.48896,0.36316,20.16,-10.75,1805.0,175.0,576.0,48 hours from listing (5m intervals),GRIFFAINUSDT.json,
AI16ZUSDT,2025-01-02 10:50:40+00:00,AI16Z,"$GRIFFAIN, $AI16Z, $ZEREBRO listed on Binance futures",2.0762,2025-01-02T13:45:00+00:00,1.9986,2.4883,1.8994,19.85,-8.52,345.0,155.0,576.0,48 hours from listing (5m intervals),AI16ZUSDT.json,
ZEREBROUSDT,2025-01-02 10:50:40+00:00,ZEREBRO,"$GRIFFAIN, $AI16Z, $ZEREBRO listed on Binance futures",0.6778,2025-01-02T14:00:00+00:00,0.5558,0.7328,0.54,8.11,-20.33,320.0,2705.0,576.0,48 hours from listing (5m intervals),ZEREBROUSDT.json,
GRIFFAINUSDT,2025-01-02 10:50:40+00:00,GRIFFAIN,"$GRIFFAIN, $AI16Z, $ZEREBRO listed on Binance futures",0.40692,2025-01-02T13:30:00+00:00,0.41999,0.48896,0.36316,20.16,-10.75,1805.0,175.0,576.0,48 hours from listing (5m intervals),GRIFFAINUSDT.json,
AI16ZUSDT,2025-01-02 10:50:40+00:00,AI16Z,"$GRIFFAIN, $AI16Z, $ZEREBRO listed on Binance futures",2.0762,2025-01-02T13:45:00+00:00,1.9986,2.4883,1.8994,19.85,-8.52,345.0,155.0,576.0,48 hours from listing (5m intervals),AI16ZUSDT.json,
ZEREBROUSDT,2025-01-02 10:50:40+00:00,ZEREBRO,"$GRIFFAIN, $AI16Z, $ZEREBRO listed on Binance futures",0.6778,2025-01-02T14:00:00+00:00,0.5558,0.7328,0.54,8.11,-20.33,320.0,2705.0,576.0,48 hours from listing (5m intervals),ZEREBROUSDT.json,
PHAUSDT,2024-12-30 09:15:08+00:00,PHA,"$PHA, $DF listed on Binance futures",0.44936,2024-12-30T11:30:00+00:00,0.39863,0.47775,0.35517,6.32,-20.96,85.0,1445.0,576.0,48 hours from listing (5m intervals),PHAUSDT.json,
DFUSDT,2024-12-30 09:15:08+00:00,DF,"$PHA, $DF listed on Binance futures",0.09669,2024-12-30T11:45:00+00:00,0.08726,0.108,0.08071,11.7,-16.53,10.0,0.0,576.0,48 hours from listing (5m intervals),DFUSDT.json,
PHAUSDT,2024-12-30 09:15:08+00:00,PHA,"$PHA, $DF listed on Binance futures",0.44936,2024-12-30T11:30:00+00:00,0.39863,0.47775,0.35517,6.32,-20.96,85.0,1445.0,576.0,48 hours from listing (5m intervals),PHAUSDT.json,
DFUSDT,2024-12-30 09:15:08+00:00,DF,"$PHA, $DF listed on Binance futures",0.09669,2024-12-30T11:45:00+00:00,0.08726,0.108,0.08071,11.7,-16.53,10.0,0.0,576.0,48 hours from listing (5m intervals),DFUSDT.json,
PHAUSDT,2024-12-30 09:15:08+00:00,PHA,"$PHA, $DF listed on Binance futures",0.44936,2024-12-30T11:30:00+00:00,0.39863,0.47775,0.35517,6.32,-20.96,85.0,1445.0,576.0,48 hours from listing (5m intervals),PHAUSDT.json,
DFUSDT,2024-12-30 09:15:08+00:00,DF,"$PHA, $DF listed on Binance futures",0.09669,2024-12-30T11:45:00+00:00,0.08726,0.108,0.08071,11.7,-16.53,10.0,0.0,576.0,48 hours from listing (5m intervals),DFUSDT.json,
DEXEUSDT,2024-12-24 09:15:07+00:00,DEXE,$DEXE listed on Binance futures,12.73,2024-12-24T11:30:00+00:00,13.161,15.849,12.548,24.5,-1.43,820.0,35.0,576.0,48 hours from listing (5m intervals),DEXEUSDT.json,
HIVEUSDT,2024-12-23 09:15:25+00:00,HIVE,$HIVE listed on Binance futures,0.37638,2024-12-23T11:30:00+00:00,0.33113,0.38882,0.32416,3.31,-13.87,770.0,2380.0,576.0,48 hours from listing (5m intervals),HIVEUSDT.json,
AIXBTUSDT,2024-12-20 16:04:14+00:00,AIXBT,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.2585,2024-12-20T18:30:00+00:00,0.28899,0.37997,0.2585,46.99,0.0,1065.0,0.0,576.0,48 hours from listing (5m intervals),AIXBTUSDT.json,
FARTCOINUSDT,2024-12-20 16:04:14+00:00,FARTCOIN,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",1.0336,2024-12-20T18:45:00+00:00,0.772,1.1736,0.7182,13.54,-30.51,60.0,1855.0,576.0,48 hours from listing (5m intervals),FARTCOINUSDT.json,
KMNOUSDT,2024-12-20 16:04:14+00:00,KMNO,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.1695,2024-12-20T19:00:00+00:00,0.16213,0.20617,0.15977,21.63,-5.74,300.0,2635.0,576.0,48 hours from listing (5m intervals),KMNOUSDT.json,
CGPTUSDT,2024-12-20 16:04:14+00:00,CGPT,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.22,2024-12-20T19:15:00+00:00,0.21299,0.28295,0.21,28.61,-4.55,1175.0,305.0,576.0,48 hours from listing (5m intervals),CGPTUSDT.json,
AIXBTUSDT,2024-12-20 16:04:14+00:00,AIXBT,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.2585,2024-12-20T18:30:00+00:00,0.28899,0.37997,0.2585,46.99,0.0,1065.0,0.0,576.0,48 hours from listing (5m intervals),AIXBTUSDT.json,
FARTCOINUSDT,2024-12-20 16:04:14+00:00,FARTCOIN,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",1.0336,2024-12-20T18:45:00+00:00,0.772,1.1736,0.7182,13.54,-30.51,60.0,1855.0,576.0,48 hours from listing (5m intervals),FARTCOINUSDT.json,
KMNOUSDT,2024-12-20 16:04:14+00:00,KMNO,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.1695,2024-12-20T19:00:00+00:00,0.16213,0.20617,0.15977,21.63,-5.74,300.0,2635.0,576.0,48 hours from listing (5m intervals),KMNOUSDT.json,
CGPTUSDT,2024-12-20 16:04:14+00:00,CGPT,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.22,2024-12-20T19:15:00+00:00,0.21299,0.28295,0.21,28.61,-4.55,1175.0,305.0,576.0,48 hours from listing (5m intervals),CGPTUSDT.json,
AIXBTUSDT,2024-12-20 16:04:14+00:00,AIXBT,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.2585,2024-12-20T18:30:00+00:00,0.28899,0.37997,0.2585,46.99,0.0,1065.0,0.0,576.0,48 hours from listing (5m intervals),AIXBTUSDT.json,
FARTCOINUSDT,2024-12-20 16:04:14+00:00,FARTCOIN,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",1.0336,2024-12-20T18:45:00+00:00,0.772,1.1736,0.7182,13.54,-30.51,60.0,1855.0,576.0,48 hours from listing (5m intervals),FARTCOINUSDT.json,
KMNOUSDT,2024-12-20 16:04:14+00:00,KMNO,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.1695,2024-12-20T19:00:00+00:00,0.16213,0.20617,0.15977,21.63,-5.74,300.0,2635.0,576.0,48 hours from listing (5m intervals),KMNOUSDT.json,
CGPTUSDT,2024-12-20 16:04:14+00:00,CGPT,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.22,2024-12-20T19:15:00+00:00,0.21299,0.28295,0.21,28.61,-4.55,1175.0,305.0,576.0,48 hours from listing (5m intervals),CGPTUSDT.json,
AIXBTUSDT,2024-12-20 16:04:14+00:00,AIXBT,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.2585,2024-12-20T18:30:00+00:00,0.28899,0.37997,0.2585,46.99,0.0,1065.0,0.0,576.0,48 hours from listing (5m intervals),AIXBTUSDT.json,
FARTCOINUSDT,2024-12-20 16:04:14+00:00,FARTCOIN,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",1.0336,2024-12-20T18:45:00+00:00,0.772,1.1736,0.7182,13.54,-30.51,60.0,1855.0,576.0,48 hours from listing (5m intervals),FARTCOINUSDT.json,
KMNOUSDT,2024-12-20 16:04:14+00:00,KMNO,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.1695,2024-12-20T19:00:00+00:00,0.16213,0.20617,0.15977,21.63,-5.74,300.0,2635.0,576.0,48 hours from listing (5m intervals),KMNOUSDT.json,
CGPTUSDT,2024-12-20 16:04:14+00:00,CGPT,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.22,2024-12-20T19:15:00+00:00,0.21299,0.28295,0.21,28.61,-4.55,1175.0,305.0,576.0,48 hours from listing (5m intervals),CGPTUSDT.json,
AIXBTUSDT,2024-12-20 16:04:14+00:00,AIXBT,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.2585,2024-12-20T18:30:00+00:00,0.28899,0.37997,0.2585,46.99,0.0,1065.0,0.0,576.0,48 hours from listing (5m intervals),AIXBTUSDT.json,
FARTCOINUSDT,2024-12-20 16:04:14+00:00,FARTCOIN,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",1.0336,2024-12-20T18:45:00+00:00,0.772,1.1736,0.7182,13.54,-30.51,60.0,1855.0,576.0,48 hours from listing (5m intervals),FARTCOINUSDT.json,
KMNOUSDT,2024-12-20 16:04:14+00:00,KMNO,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.1695,2024-12-20T19:00:00+00:00,0.16213,0.20617,0.15977,21.63,-5.74,300.0,2635.0,576.0,48 hours from listing (5m intervals),KMNOUSDT.json,
CGPTUSDT,2024-12-20 16:04:14+00:00,CGPT,"$AIXBT, $FARTCOIN, $KMNO, $CGPT listed on Binance futures",0.22,2024-12-20T19:15:00+00:00,0.21299,0.28295,0.21,28.61,-4.55,1175.0,305.0,576.0,48 hours from listing (5m intervals),CGPTUSDT.json,
USUALUSDT,2024-12-18 10:30:07+00:00,USUAL,$USUAL listed on Binance futures,0.7784,2024-12-18T13:00:00+00:00,1.346,1.65,0.7784,111.97,0.0,2480.0,0.0,576.0,48 hours from listing (5m intervals),USUALUSDT.json,
LUMIAUSDT,2024-12-18 09:29:11+00:00,LUMIA,$LUMIA listed on Binance futures,1.626,2024-12-18T11:30:00+00:00,1.343,1.948,1.317,19.8,-19.0,165.0,2840.0,576.0,48 hours from listing (5m intervals),LUMIAUSDT.json,
LUMIAUSDT,2024-12-18 09:29:11+00:00,LUMIA,$LUMIA listed on Binance futures,1.626,2024-12-18T11:30:00+00:00,1.343,1.948,1.317,19.8,-19.0,165.0,2840.0,576.0,48 hours from listing (5m intervals),LUMIAUSDT.json,
VANAUSDT,2024-12-16 11:00:34+00:00,VANA,$VANA listed on Binance futures,25.101,2024-12-16T13:30:00+00:00,16.821,33.753,15.335,34.47,-38.91,600.0,2195.0,576.0,48 hours from listing (5m intervals),VANAUSDT.json,
VANAUSDT,2024-12-16 11:00:34+00:00,VANA,$VANA listed on Binance futures,25.101,2024-12-16T13:30:00+00:00,16.821,33.753,15.335,34.47,-38.91,600.0,2195.0,576.0,48 hours from listing (5m intervals),VANAUSDT.json,
MOCAUSDT,2024-12-16 09:19:52+00:00,MOCA,$MOCA listed on Binance futures,0.2331,2024-12-16T11:30:00+00:00,0.1408,0.2347,0.1236,0.69,-46.98,0.0,2210.0,576.0,48 hours from listing (5m intervals),MOCAUSDT.json,
MOCAUSDT,2024-12-16 09:19:52+00:00,MOCA,$MOCA listed on Binance futures,0.2331,2024-12-16T11:30:00+00:00,0.1408,0.2347,0.1236,0.69,-46.98,0.0,2210.0,576.0,48 hours from listing (5m intervals),MOCAUSDT.json,
VELODROMEUSDT,2024-12-13 13:30:32+00:00,VELODROME,$VELODROME listed on Binance futures,0.30834,2024-12-13T16:15:00+00:00,0.2416,0.30989,0.232,0.5,-24.76,0.0,1775.0,576.0,48 hours from listing (5m intervals),VELODROMEUSDT.json,
VELODROMEUSDT,2024-12-13 13:30:32+00:00,VELODROME,$VELODROME listed on Binance futures,0.30834,2024-12-13T16:15:00+00:00,0.2416,0.30989,0.232,0.5,-24.76,0.0,1775.0,576.0,48 hours from listing (5m intervals),VELODROMEUSDT.json,
AVAUSDT,2024-12-13 10:39:44+00:00,AVA,"$AVA, $DEGO listed on Binance futures",3.0866,2024-12-13T13:00:00+00:00,1.9662,3.345,1.92,8.37,-37.8,25.0,2555.0,576.0,48 hours from listing (5m intervals),AVAUSDT.json,
DEGOUSDT,2024-12-13 10:39:44+00:00,DEGO,"$AVA, $DEGO listed on Binance futures",3.6302,2024-12-13T13:15:00+00:00,3.2153,4.55,3.1311,25.34,-13.75,180.0,2540.0,576.0,48 hours from listing (5m intervals),DEGOUSDT.json,
AVAUSDT,2024-12-13 10:39:44+00:00,AVA,"$AVA, $DEGO listed on Binance futures",3.0866,2024-12-13T13:00:00+00:00,1.9662,3.345,1.92,8.37,-37.8,25.0,2555.0,576.0,48 hours from listing (5m intervals),AVAUSDT.json,
DEGOUSDT,2024-12-13 10:39:44+00:00,DEGO,"$AVA, $DEGO listed on Binance futures",3.6302,2024-12-13T13:15:00+00:00,3.2153,4.55,3.1311,25.34,-13.75,180.0,2540.0,576.0,48 hours from listing (5m intervals),DEGOUSDT.json,
AVAUSDT,2024-12-13 10:39:44+00:00,AVA,"$AVA, $DEGO listed on Binance futures",3.0866,2024-12-13T13:00:00+00:00,1.9662,3.345,1.92,8.37,-37.8,25.0,2555.0,576.0,48 hours from listing (5m intervals),AVAUSDT.json,
DEGOUSDT,2024-12-13 10:39:44+00:00,DEGO,"$AVA, $DEGO listed on Binance futures",3.6302,2024-12-13T13:15:00+00:00,3.2153,4.55,3.1311,25.34,-13.75,180.0,2540.0,576.0,48 hours from listing (5m intervals),DEGOUSDT.json,
MEUSDT,2024-12-10 14:36:41+00:00,ME,$ME listed on Binance futures,4.29,2024-12-10T17:00:00+00:00,4.75,7.46,4.29,73.89,0.0,535.0,0.0,576.0,48 hours from listing (5m intervals),MEUSDT.json,
RAYUSDT,2024-12-10 09:19:48+00:00,RAY,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",7.614,2021-08-20T03:30:00+00:00,7.421,8.273,7.2,8.66,-5.44,680.0,1895.0,576.0,48 hours from listing (5m intervals),RAYUSDT.json,
KOMAUSDT,2024-12-10 09:19:48+00:00,KOMA,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",0.12896,2024-12-10T12:15:00+00:00,0.15054,0.202,0.12896,56.64,0.0,120.0,0.0,576.0,48 hours from listing (5m intervals),KOMAUSDT.json,
VIRTUALUSDT,2024-12-10 09:19:48+00:00,VIRTUAL,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",1.4101,2024-12-10T12:30:00+00:00,1.9295,1.9732,1.4101,39.93,0.0,2355.0,0.0,576.0,48 hours from listing (5m intervals),VIRTUALUSDT.json,
SPXUSDT,2024-12-10 09:19:48+00:00,SPX,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",0.6,2024-12-10T12:45:00+00:00,0.7282,0.7944,0.6,32.4,0.0,2290.0,0.0,576.0,48 hours from listing (5m intervals),SPXUSDT.json,
RAYUSDT,2024-12-10 09:19:48+00:00,RAY,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",7.614,2021-08-20T03:30:00+00:00,7.421,8.273,7.2,8.66,-5.44,680.0,1895.0,576.0,48 hours from listing (5m intervals),RAYUSDT.json,
KOMAUSDT,2024-12-10 09:19:48+00:00,KOMA,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",0.12896,2024-12-10T12:15:00+00:00,0.15054,0.202,0.12896,56.64,0.0,120.0,0.0,576.0,48 hours from listing (5m intervals),KOMAUSDT.json,
VIRTUALUSDT,2024-12-10 09:19:48+00:00,VIRTUAL,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",1.4101,2024-12-10T12:30:00+00:00,1.9295,1.9732,1.4101,39.93,0.0,2355.0,0.0,576.0,48 hours from listing (5m intervals),VIRTUALUSDT.json,
SPXUSDT,2024-12-10 09:19:48+00:00,SPX,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",0.6,2024-12-10T12:45:00+00:00,0.7282,0.7944,0.6,32.4,0.0,2290.0,0.0,576.0,48 hours from listing (5m intervals),SPXUSDT.json,
RAYUSDT,2024-12-10 09:19:48+00:00,RAY,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",7.614,2021-08-20T03:30:00+00:00,7.421,8.273,7.2,8.66,-5.44,680.0,1895.0,576.0,48 hours from listing (5m intervals),RAYUSDT.json,
KOMAUSDT,2024-12-10 09:19:48+00:00,KOMA,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",0.12896,2024-12-10T12:15:00+00:00,0.15054,0.202,0.12896,56.64,0.0,120.0,0.0,576.0,48 hours from listing (5m intervals),KOMAUSDT.json,
VIRTUALUSDT,2024-12-10 09:19:48+00:00,VIRTUAL,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",1.4101,2024-12-10T12:30:00+00:00,1.9295,1.9732,1.4101,39.93,0.0,2355.0,0.0,576.0,48 hours from listing (5m intervals),VIRTUALUSDT.json,
SPXUSDT,2024-12-10 09:19:48+00:00,SPX,"$RAY, $KOMA, $VIRTUAL, $SPX listed on Binance futures",0.6,2024-12-10T12:45:00+00:00,0.7282,0.7944,0.6,32.4,0.0,2290.0,0.0,576.0,48 hours from listing (5m intervals),SPXUSDT.json,
